feature,AD,PD,LGD,Sum,Eng,App,description
g209s__tu,1,1,1,3,0,0,Months since most recent charged-off trade opened
linkf172__tu,1,1,1,3,0,0,Number of distinct home phones
dealerstate__app,1,1,1,3,0,1,Dealer State
linka021__tu,1,1,1,3,0,0,"Number of credit inquiries in the last year.  
These include credit issuance (credit card, secured card, line of credit, revolving credit, and other credit account originations) , auto, payday, utility, and other credit (installment loan, secured loan, short-term installment loan, insurance, and other non-classified credit)"
bankruptcychapter__ln,1,1,1,3,0,0,"Indicates bankruptcy chapter of most recent bankruptcy case filing on file showing the subject as debtor, if the bankruptcy is a Chapter 7 or Chapter 13 bankruptcy"
inquirytelcom12month__ln,1,1,1,3,0,0,Indicates subject has one or more LexisNexis telecommunications credit inquiries on file in the last 12 months
strdealershiptrackertype__app,1,1,1,3,0,1,"Franchise, Independent"
bitdebtor__app,1,1,1,3,0,1,Debtor or Codebtor
g001s__tu,1,1,1,3,0,0,Number of 30 days past due ratings in past 12 months
trv10__tu,1,1,1,3,0,0,Number of months non-mortgage balance decreases last 12 months
fltgrossmonthly__income_count,1,1,1,3,0,0,Total income sources (max = 2)
subjectactivityindex03month__ln,1,1,1,3,0,0,A risk index summarizing derogatory and non-derogatory source activity for the subject as reported within the past three months
bankruptcytimenewest__ln,1,1,1,3,0,0,Time (in months) since most recent bankruptcy case filing on file showing the subject as debtor
linka026__tu,1,1,1,3,0,0,Number of payday inquiries in the last 3 years
re01s__tu,1,1,1,3,0,0,Number of revolving trades
balmag01__tu,1,1,1,3,0,0,Non-mortgage balance magnitude algorithm over last 24 months
paymnt11__tu,1,1,1,3,0,0,Number of payments in last 12 months
au20s__tu,1,1,1,3,0,0,Months since oldest auto trade opened
linka006__tu,1,1,1,3,0,0,"Number of total inquiries in the last 3 years.  
These include checking, credit issuance (credit card, secured card, line of credit, revolving credit, and other credit account originations) , auto, payday, utility, and other credit (installment loan, secured loan, short-term installment loan, insurance, and other non-classified credit)"
bankruptcystatus__ln,1,1,1,3,0,0,Indicates status of most recent bankruptcy filing on file showing the subject as debtor
g217s__tu,1,1,1,3,0,0,Total past due amount of all trades verified in past 12 months
fltgrossmonthly__income_sum,1,1,1,3,0,0,Total income
addrinputtimenewest__ln,1,1,1,3,0,0,Time on file (in months) since the subject was most recently reported at the input address
linkt003__tu,1,1,1,3,0,0,Number of non-military non-corroborated addresses in past 12 months
linkf087__tu,1,1,1,3,0,0,Number of inquiries within last 9 months
at21s__tu,1,1,1,3,0,0,Months since most recent trade opened
mt57s__tu,1,1,1,3,0,0,Total past due amount of open mortgage trades verified in past 12 months
fi20s__tu,1,1,1,3,0,0,Months since oldest finance installment trade opened
au51a__tu,1,1,1,3,0,0,Terms in months of most recent auto trade
linka004__tu,1,1,1,3,0,0,Number of bank account closures identified as fraudulent
strname__app,1,1,1,3,0,1,State
g020s__tu,1,1,1,3,0,0,Number of trades with maximum delinquency of 30 days past due in past 24 months
linkf088__tu,1,1,1,3,0,0,Number of inquiries within last 12 months
aut225__tu,1,1,1,3,0,0,Average total Payment Ratio for Auto accounts over the past 24 months
g213a__tu,1,1,1,3,0,0,Highest balance of third party collections verified in 24 months
g305s__tu,1,1,1,3,0,0,Worst rating on installment trades
cv14__tu,1,1,1,3,0,0,Number of deduped inquiries
fi36s__tu,1,1,1,3,0,0,Months since most recent finance installment delinquency
bkc321__tu,1,1,1,3,0,0,Min Total Open-to-Buy for Bankcard accounts over the past 3 months
au01s__tu,1,1,1,3,0,0,Number of auto trades
au34s__tu,1,1,1,3,0,0,Utilization for open auto trades verified in past 12 months
s204a__tu,1,1,1,3,0,0,Total balance of non-medical third party collections verified in past 12 months
addronfilecount__ln,1,1,1,3,0,0,Total number of addresses found on file in subject's address history
g250b__tu,1,1,1,3,0,0,Number of 30 days past due or worse items in the past 12 months (excluding medical collection items)
cv26__tu,1,1,1,3,0,0,Percent of trades from active to inactive status in the past 12 months
trv01__tu,1,1,1,3,0,0,Number of months since overlimit on a bankcard
confirmationinputaddress__ln,1,1,1,3,0,0,Indicates input address is confirmed by records on file
aut223__tu,1,1,1,3,0,0,Average total Payment Ratio for Auto accounts over the past 6 months
g042c__tu,1,1,1,3,0,0,Number of real estate trades 60 or more days past due ever
au21s__tu,1,1,1,3,0,0,Months since most recent auto trade opened
linka014__tu,1,1,1,3,0,0,Number of unpaid checking account closures for cause in the last 5 years
g230s__tu,1,1,1,3,0,0,Number of 60 or more days past due trades (current MOP only) with balance > $0 opened in past 24 months
std223__tu,1,1,1,3,0,0,Average total Payment Ratio for Student Loan accounts over the past 6 months
bc97a__tu,1,1,1,3,0,0,Total open to buy of open credit cards verified in past 3 months
st50s__tu,1,1,1,3,0,0,Number of 90 or more days past due ratings on student loan trades
linkf144__tu,1,1,1,3,0,0,Number of distinct bank accounts within last 9 months
rvdexq2__tu,1,1,1,3,0,0,Q2 (Apr - Jun) revolving spend indexed to revolving annual spend
paymnt01__tu,1,1,1,3,0,0,Number of prepayments on installment loans last 3 months
au25s__tu,1,1,1,3,0,0,Number of currently open and satisfactory auto trades 12 months or older
linka052__tu,1,1,1,3,0,0,Number of checking account inquiries in the last 2 years
of101s__tu,1,1,1,3,0,0,Total balance of all credit union trades verified in past 12 months
linka046__tu,1,1,1,3,0,0,Number of checking account closures for cause in the last 2 years
aut201__tu,1,1,1,3,0,0,Total Payment Ratio for Auto accounts over the past 1 month
of34s__tu,1,1,1,3,0,0,Utilization for open credit union trades verified in past 12 months
subjectstabilityprimaryfactor__ln,1,1,1,3,0,0,Indicates the primary factor behind the value returned for the SubjectStabilityIndex attribute
g404s__tu,1,1,1,3,0,0,Number of deduped finance inquiries in past 3 months
linkf146__tu,1,1,1,3,0,0,Number of distinct cell phones within last 12 months
linkf181__tu,1,1,1,3,0,0,Number of distinct zip codes
linka009__tu,1,1,1,3,0,0,Number of days since most recent check order
subjectabilityindex__ln,1,1,1,3,0,0,"Modeled risk index indicating the subject's ability to fulfill a credit obligation on the basis of their time on file, post-secondary education history, asset ownership, and outstanding financial obligations on file"
co06s__tu,1,1,1,3,0,0,Total balance of trades that charged-off in the past 12 months
confirmationinputssn__ln,1,1,1,3,0,0,Indicates input Social Security Number (SSN) is confirmed by records on file
aut252__tu,1,1,1,3,0,0,Average Aggregate Excess Payment for Auto accounts over the past 3 months
addrinputdeedmailing__ln,1,1,1,3,0,0,Indicates for the input address that the property owner's mailing address is the same as the property address for the property record on file
rev323__tu,1,1,1,3,0,0,Min Total Open-to-Buy for Revolving accounts over the past 12 months
linka066__tu,1,1,1,3,0,0,Total amount of open (unpaid) non-sufficient funds in the last 3 years
aut205__tu,1,1,1,3,0,0,Total Payment Ratio for Auto accounts over the past 24 months
g960s__tu,1,1,1,3,0,0,Number of deduped inquiries
s064a__tu,1,1,1,3,0,0,Total placement amount of third party collections
reap01__tu,1,1,1,3,0,0,Total scheduled monthly payment for all revolving trades verified in past 12 months
addrlastmoveecontrajectory__ln,1,1,1,3,0,0,"Describes the value and home ownership status of the subject’s previous and current addresses in order to determine whether the subject’s most recent residential move (if the move occurred in the past five years) was to a similar property or a more upscale or downscale property. 
Note: Seniors (age 62 plus) who have moved default to the most positive level to prevent adverse action based on downsizing of empty nesters and retirees."
linkt010__tu,1,1,1,3,0,0,Number of public record bankruptcies 
criminalfelonycount__ln,1,1,1,3,0,0,Total felony criminal convictions on subject's file
g099a__tu,1,1,1,3,0,0,Number of tradeline bankruptcies verified in past 24 months
ret255__tu,1,1,1,3,0,0,Average Aggregate Excess Payment for Retail accounts over the past 24 months
in36s__tu,1,1,1,3,0,0,Months since most recent installment delinquency
fi24s__tu,1,1,1,3,0,0,Number of currently open and satisfactory finance installment trades 6 months or older
us06s__tu,1,1,1,3,0,0,Number of unsecured installment trades opened in past 6 months
linkf076__tu,1,1,1,3,0,0,"Total dollar amount of return, collection, and closed delinquent trade segments within last 12 months"
bc01s__tu,1,1,1,3,0,0,Number of credit card trades
bc107s__tu,1,1,1,3,0,0,Number of 30 and 60 days past due ratings on credit card trades
trv09__tu,1,1,1,3,0,0,Number of non-mortgage balance decreases YOY
linkf167__tu,1,1,1,3,0,0,Number of distinct home phones within last 24 months
ret319__tu,1,1,1,3,0,0,Max Total Open-to-Buy for Retail accounts over the past 24 months
s071b__tu,1,1,1,3,0,0,Number of non-medical third party collections opened in past 36 months
re21s__tu,1,1,1,3,0,0,Months since most recent revolving trade opened
linkf170__tu,1,1,1,3,0,0,Number of distinct home phones within last 6 months
linkf206__tu,1,1,1,3,0,0,Total Bad ACH events in last 6 Months
fc04s__tu,1,1,1,3,0,0,Months since most recent foreclosure trade reported
linkf154__tu,1,1,1,3,0,0,Number of distinct cell phones
at33a__tu,1,1,1,3,0,0,Total balance of open trades verified in past 12 months
g003c__tu,1,1,1,3,0,0,Number of real estate trades with 90 or more days past due ratings in past 12 months
assetproppurchasetimenewest__ln,1,1,1,3,0,0,Time (in months) since most recently recorded real property purchase based on real property ownership records on subject's file
linka001__tu,1,1,1,3,0,0,Number of checking account inquiries in the last 3 months
rt01s__tu,1,1,1,3,0,0,Number of retail trades
rp05s__tu,1,1,1,3,0,0,Total balance of repossession trades
linkf143__tu,1,1,1,3,0,0,Number of distinct bank accounts within last 6 months
assetpropnewestsaleprice__ln,1,1,1,3,0,0,Subject's most recent real property sale price based on real property ownership records on file
cv03__tu,1,1,1,3,0,0,Months since most recent repossession occurrence
cv15__tu,1,1,1,3,0,0,Number of deduped auto inquiries
linkt009__tu,1,1,1,3,0,0,Number of tradeline bankruptcies
cv19__tu,1,1,1,3,0,0,Total balance of trades verified in past 3 months
mt101s__tu,1,1,1,3,0,0,Total balance of all mortgage trades verified in past 12 months
linkf003__tu,1,1,1,3,0,0,Number of NSF within last 18 months
s073a__tu,1,1,1,3,0,0,Number of third party collections with balance > $100
addrinputtaxmarketvalue__ln,1,1,1,3,0,0,Indicates input address tax assessed market value on file
g001b__tu,1,1,1,3,0,0,Number of 30 or more days past due ratings in past 12 months
g219d__tu,1,1,1,3,0,0,Number of credit card trades verified in the past 12 months that are currently 60 days or more past due
fi06s__tu,1,1,1,3,0,0,Number of finance installment trades opened in past 6 months
rev222__tu,1,1,1,3,0,0,Average total Payment Ratio for Revolving accounts over the past 3 months
mt20s__tu,1,1,1,3,0,0,Months since oldest mortgage trade opened
linkf059__tu,1,1,1,3,0,0,"Number of open, collection or charge-off trade segments STOREFRONT LENDER"
bc06s__tu,1,1,1,3,0,0,Number of credit card trades opened in past 6 months
bankruptcydismissed24month__ln,1,1,1,3,0,0,Indicates subject has one or more dismissed bankruptcies on file in the last 24 months
addrcurrentavmratio12monthprior__ln,1,1,1,3,0,0,"Ratio comparison for the current address on subject's file, indicating the difference in AVM values between the most recent AVM value and the value 12 months prior to the most recent value"
rvdexq1__tu,1,1,1,3,0,0,Q1 (Jan - March) revolving spend indexed to annual revolving spend
rev321__tu,1,1,1,3,0,0,Min Total Open-to-Buy for Revolving accounts over the past 3 months
us101s__tu,1,1,1,3,0,0,Total balance of all unsecured installment trades verified in past 12 months (BKAGBAL)
rev205__tu,1,1,1,3,0,0,Total Payment Ratio for Revolving accounts over the past 24 months
linkf110__tu,1,1,1,3,0,0,Number of lenders / locations with inquiries within last 3 months
linkf178__tu,1,1,1,3,0,0,Number of distinct zip codes within last 3 months
linkf163__tu,1,1,1,3,0,0,Number of distinct email addresses
evictioncount__ln,1,1,1,3,0,0,Total eviction records on subject's file indicating the plaintiff has sought an eviction and does not necessarily mean the defendant has vacated the premises
fi34s__tu,1,1,1,3,0,0,Utilization for open finance installment trades verified in past 12 months
ret235__tu,1,1,1,3,0,0,Aggregate Excess Payment for Retail accounts over the past 24 months
paymnt07__tu,1,1,1,3,0,0,Ratio of actual to minimum payment for non-mortgage trades last month
subjectabilityprimaryfactor__ln,1,1,1,3,0,0,Indicates the primary factor behind the value returned for the SubjectAbilityIndex attribute
au204s__tu,1,1,1,3,0,0,Number of auto trades that are 90 days or more past due ever
au207s__tu,1,1,1,3,0,0,Number of auto charged-off trades
aggs911__tu,1,1,1,3,0,0,Current Utilization of top-of-wallet bankcard (highest annual spend).
g226s__tu,1,1,1,3,0,0,Number of 60 or more days past due trades (current MOP only) with balance > $0 opened in past 12 months
rev202__tu,1,1,1,3,0,0,Total Payment Ratio for Revolving accounts over the past 3 months
g237s__tu,1,1,1,3,0,0,Number of credit inquiries in past 6 months
linkf084__tu,1,1,1,3,0,0,Number of inquiries within last 2 months
fi31s__tu,1,1,1,3,0,0,Percentage of open finance installment trades > 75% of credit line verified in past 12 months
g212s__tu,1,1,1,3,0,0,Number of charged-off trades opened in past 24 months
agg902__tu,1,1,1,3,0,0,Number of aggregate non-mortgage balance decreases over last 3 months
s114s__tu,1,1,1,3,0,0,Number of deduped inquiries in past 6 months (excluding auto and mortgage inquiries)
bankruptcycount__ln,1,1,1,3,0,0,Number of bankruptcies
g215b__tu,1,1,1,3,0,0,Number of non-medical third party collections with balance > $0
bc34s__tu,1,1,1,3,0,0,Utilization for open credit card trades verified in past 12 months
co07s__tu,1,1,1,3,0,0,Total balance of trades that charged-off in the past 24 months
at20s__tu,1,1,1,3,0,0,Months since oldest trade opened
fi101s__tu,1,1,1,3,0,0,Total balance of all finance installment trades verified in past 12 months
cv02__tu,1,1,1,3,0,0,Months since most recent foreclosure occurrence
linka029__tu,1,1,1,3,0,0,Number of checking account inquiries in the last 3 years
inquirynonshortterm12month__ln,1,1,1,3,0,0,"Indicates subject has one or more LexisNexis credit inquiries on file in the last 12 months, excluding personal finance credit and collection inquiries
NOTE: This attribute indicates the subject has any LexisNexis credit inquiry on file, excluding any short-term or collection inquiries. This will include auto, banking, and telecom inquiries returned in other attributes as well as other credit-related inquiries not categorically classified in the attributes."
bkc323__tu,1,1,1,3,0,0,Min Total Open-to-Buy for Bankcard accounts over the past 12 months
std203__tu,1,1,1,3,0,0,Total Payment Ratio for Student Loan accounts over the past 6 months
g242s__tu,1,1,1,3,0,0,Number of inquiries (includes duplicates) in past 3 months
g306s__tu,1,1,1,3,0,0,Worst rating on auto trades in past 12 months
au27s__tu,1,1,1,3,0,0,Number of currently open and satisfactory auto trades 24 months or older
bc97b__tu,1,1,1,3,0,0,Total open to buy of closed credit cards verified in past 3 months
ret231__tu,1,1,1,3,0,0,Aggregate Excess Payment for Retail accounts over the past 1 month
atap01__tu,1,1,1,3,0,0,Total scheduled monthly payment for all trades verified in past 12 months
g220d__tu,1,1,1,3,0,0,Number of credit card trades verified in the past 12 months that are currently 90 days or more past due
rev235__tu,1,1,1,3,0,0,Aggregate Excess Payment for Revolving accounts over the past 24 months
rp03s__tu,1,1,1,3,0,0,Number of repossession trades in past 24 months
g242b__tu,1,1,1,3,0,0,Number of bank inquiries (includes duplicates) in past 3 months
sourcenonderogcount03month__ln,1,1,1,3,0,0,Total non-derogatory source types on file for subject reported within the last three months
g210s__tu,1,1,1,3,0,0,Total past due amount of charged-off trades verified in past 12 months
us36s__tu,1,1,1,3,0,0,Months since most recent unsecured installment delinquency
bkc162__tu,1,1,1,3,0,0,Number of months in the past 12 months where percentage of Bankcard trades utilized more than 100% was more than 90%
trv04__tu,1,1,1,3,0,0,Number of non-mortgage balance increases last 3 months
sourcenonderogcount12month__ln,1,1,1,3,0,0,Total non-derogatory source types on file for subject reported within the last 12 months
mt01s__tu,1,1,1,3,0,0,Number of mortgage trades
g232s__tu,1,1,1,3,0,0,Number of inquiries (includes duplicates)
br21s__tu,1,1,1,3,0,0,Months since most recent bank revolving trade opened
paymnt10__tu,1,1,1,3,0,0,Number of payments in last 3 months
g211s__tu,1,1,1,3,0,0,Highest balance of charged-off trades
rev204__tu,1,1,1,3,0,0,Total Payment Ratio for Revolving accounts over the past 12 months
std222__tu,1,1,1,3,0,0,Average total Payment Ratio for Student Loan accounts over the past 3 months
all252__tu,1,1,1,3,0,0,Average Aggregate Excess Payment for All accounts over the past 3 months
