feature,ad__model6,pricing_pd__model6,pricing_lgd__model6,ad__model3,pricing_pd__model3,pricing_lgd__model3,ad__model4,pricing_pd__model4,pricing_lgd__model4,ad__model5,pricing_pd__model5,pricing_lgd__model5,ad__noPTImodel7,pricing_pd__noPTImodel7,pricing_lgd__noPTImodel7,eng,app,ln,tu,sum,description
rt21s__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Months since most recent retail trade opened
jt01s__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Number of joint trades
lienjudgmenttaxcount__ln,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,12.0,"Total federal, state, and county tax liens on subject's file"
linkf140__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Number of distinct bank accounts within last 24 months
linka015__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Number of checking account closures for cause in the last 6 months
linkf151__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Number of distinct cell phones within last 3 months
linkf006__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Number of NSF within last 6 months
linkf020__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Number of satisfactory ACH transactions within last 24 months
linkf015__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Number of NSF within last 7 years
std202__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Total Payment Ratio for Student Loan accounts over the past 3 months
at01a__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Number of authorized user trades
addrinputdelivery__ln,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,12.0,Indicates the mail delivery status on file for the input address
intopenbktype__app,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,12.0,BK Type
st35s__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Average balance of open student loan trades verified in past 12 months
trv18__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Number of months bankcard credit limit increases last 12 months
linkf037__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Number of inquiries within last 3 months ONLINE LENDER
g102s__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Months since most recent inquiry
cv04__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Months since most recent third party collection occurrence
linkf061__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,"Number of closed delinquent, return and collection trade segments within last 12 months STOREFRONT LENDER"
at35a__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Average balance of open trades verified in past 12 months
all235__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Aggregate Excess Payment for All accounts over the past 24 months
criminalnonfelonycount12month__ln,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,12.0,"Total non-felony criminal convictions in the last 12 months on subject's file
NOTE: This attribute does not include sexual offender registry records"
criminalnonfelonytimenewest__ln,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,12.0,"Time (in months) since most recently recorded non-felony criminal conviction on subject's file
NOTE: This attribute does not include sexual offender registry records"
rev14__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Number of instances where a Revolving trade was utilized more than 90% in the past 12 months
linkf043__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,12.0,Number of trades opened within last 12 months ONLINE LENDER
aut222__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Average total Payment Ratio for Auto accounts over the past 3 months
rev315__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,12.0,Number of months since Max Total Open-to-Buy for Revolving accounts
rev122__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Number of months in the past 12 months where percentage of Revolving trades utilized less than 100% was more than 25%
at01s__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Number of trades
rvlr23__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Bankcard Revolver/Transactor/Inactive pattern for bankcard with fourth highest balance    month 1 to 8
rev_trd__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Number of revolving trades
cv24__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,12.0,Total payment amount of bankcard trades verified in past 3 months
g308s__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Worst rating on mortgage trades in past 12 months
rev328__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Average Total Open-to-Buy for Revolving accounts over the past 24 months
aut223__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Average total Payment Ratio for Auto accounts over the past 6 months
g042c__tu,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of real estate trades 60 or more days past due ever
std204__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Total Payment Ratio for Student Loan accounts over the past 12 months
aut252__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Average Aggregate Excess Payment for Auto accounts over the past 3 months
in25s__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of currently open and satisfactory installment trades 12 months or older
cv05__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,9.0,Months since most recent non-medical third party collection occurrence
at34a__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,9.0,Utilization for open trades verified in past 12 months
linkf212__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,9.0,Total Bad ACH amount
s209s__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Months since most recent third party collection
std231__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Aggregate Excess Payment for Student Loan accounts over the past 1 month
linkf040__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of lenders / locations with inquiries or trades all time ONLINE LENDER
g413s__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Number of deduped auto inquiries in past 6 months
ret322__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Min Total Open-to-Buy for Retail accounts over the past 6 months
jt42s__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Ratio of open joint trades to open trades
rvlr13__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of retail revolver trades over last 6 months
linkf096__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Number of trades within last 18 months
at30s__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Percentage of open trades > 50% of credit line verified in past 12 months
addrprevioustimeoldest__ln,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,1,0,9.0,Time (in months) since the subject was first reported at the most previous address on subject's file
mt47s__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Number of mortgage trade delinquencies (30 or more days past due) in the past 12 months
g220b__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Number of trades verified in the past 12 months that are currently 90 days or more past due
g215a__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Number of third party collections with balance > $0
s209a__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Months since most recent non-medical third party collection
at57s__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Total past due amount of open trades verified in past 12 months
at28b__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Total credit line of open trades verified in past 12 months (excluding mortgage and home equity)
jt02s__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Number of open joint trades
linkf086__tu,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Number of inquiries within last 6 months
g301s__tu,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Worst rating on credit card trades
us36s__tu,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Months since most recent unsecured installment delinquency
index01__tu,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Annual year-over-year spend index
s064a__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Total placement amount of third party collections
sourcenonderogcount__ln,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1,0,9.0,Total non-derogatory source types on file for subject
s073a__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of third party collections with balance > $100
s071a__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Number of third party collections opened in past 36 months
trv09__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of non-mortgage balance decreases YOY
linkf167__tu,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of distinct home phones within last 24 months
rt36s__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,9.0,Months since most recent retail delinquency
linkf076__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,"Total dollar amount of return, collection, and closed delinquent trade segments within last 12 months"
rev234__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Aggregate Excess Payment for Revolving accounts over the past 12 months
rt01s__tu,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of retail trades
cv03__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Months since most recent repossession occurrence
linkf178__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of distinct zip codes within last 3 months
bc20s__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Months since oldest credit card trade opened
std222__tu,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Average total Payment Ratio for Student Loan accounts over the past 3 months
br06s__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of bank revolving trades opened in past 6 months
inquirynonshortterm12month__ln,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,9.0,"Indicates subject has one or more LexisNexis credit inquiries on file in the last 12 months, excluding personal finance credit and collection inquiries
NOTE: This attribute indicates the subject has any LexisNexis credit inquiry on file, excluding any short-term or collection inquiries. This will include auto, banking, and telecom inquiries returned in other attributes as well as other credit-related inquiries not categorically classified in the attributes."
linkf109__tu,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of lenders / locations with inquiries within last 2 months
linkf137__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of distinct bank accounts within last 12 months
addrcurrentsubjectowned__ln,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,9.0,Subject owns current address
fr30s__tu,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Percentage of open finance revolving trades > 50% of credit line verified in past 12 months
linka022__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of auto inquiries in the last 3 years
paymnt09__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Ratio of actual to minimum payment for bankcard trades last month
st01s__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of student loan trades
rtdexq2__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Q2 (Apr - Jun) retail spend indexed to retail annual spend
addrinputphoneservice__ln,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,9.0,Indicates if phone service was found on file for the input address
s063s__tu,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Total public record amount reported in past 12 months
g309s__tu,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Worst rating on mortgage trades
linkf082__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Number of open trades with balance > 0 (excluding collection)
linka028__tu,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,"Number of utility inquiries in last 3 years (cable/dish/satellite, gas, electric, mobile, and landline)"
g409s__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of deduped bank inquiries in past 6 months
addrinputsubjectowned__ln,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,1,0,9.0,Indicates a property ownership record is on file for the subject at the input address
assetpropeversoldcount__ln,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1,0,9.0,Total number of real properties identified as ever sold based on real property ownership records on subject's file
g238s__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of credit inquiries in past 12 months
addrinputtractratio__ln,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,1,0,9.0,Ratio comparison of the input address property value to tract median property value on file
se57s__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,9.0,Total past due amount of open secured installment trades verified in past 12 months
g043c__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of real estate trades 90 or more days past due ever
rvlr11__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,9.0,Number of retail revolver trades over last month
mt21s__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,9.0,Months since most recent mortgage trade opened
linkf116__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Number of trade segments
linka060__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,9.0,Total amount of open (unpaid) non-sufficient funds in the last month
addrpreviouslengthofres__ln,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,9.0,Length of residency in previous residence
of20s__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Months since oldest credit union trade opened
us20s__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Months since oldest unsecured installment trade opened
lm29s__tu,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Utilization of mortgage trades with a bank-backed loan modification
aut255__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Average Aggregate Excess Payment for Auto accounts over the past 24 months
assetproppurchasetimeoldest__ln,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,9.0,Time (in months) since earliest recorded real property purchase based on real property ownership records on subject's file
trv02__tu,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of months overlimit on a bankcard over last 12 months
linkf199__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Total Good ACH amount
bkc132__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Number of months in the past 12 months where percentage of Bankcard trades utilized more than 25% was more than 90%
assetindex__ln,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,9.0,Modeled risk index indicating the type and relative value of real property and personal property associated with the subject
linka020__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,9.0,"Number of credit inquiries in the last 3 years.  
These include credit issuance (credit card, secured card, line of credit, revolving credit, and other credit account originations) , auto, payday, utility, and other credit (installment loan, secured loan, short-term installment loan, insurance, and other non-classified credit)"
rvlr12__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,9.0,Number of retail revolver trades over last 3 months
rt02s__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,9.0,Number of open retail trades
linka084__tu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,9.0,Minimum days taken to pay a non-sufficient funds
addrinputtimeoldest__ln,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,9.0,Time on file (in months) since subject was first reported at the input address
bkc323__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Min Total Open-to-Buy for Bankcard accounts over the past 12 months
linka043__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of checking account closures for cause in the last 2 months
bkc54__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of Bankcard trades utilized more than 90% in the past 12 months
sourcenonderogcount12month__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,6.0,Total non-derogatory source types on file for subject reported within the last 12 months
au28s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,6.0,Total credit line of open auto trades verified in past 12 months
linka007__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,6.0,Number of check orders in the last year
g237s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of credit inquiries in past 6 months
cv25__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Percent of trades from inactive to active status in the past 12 months
bi36s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Months since most recent bank installment delinquency
hi57s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,6.0,Total past due amount of open hoem equity loan trades verified in past 12 months
g232s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of inquiries (includes duplicates)
br21s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Months since most recent bank revolving trade opened
g057s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of trades 30 or more days past due in past 3 months
aggs911__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Current Utilization of top-of-wallet bankcard (highest annual spend).
at28a__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total credit line of open trades verified in past 12 months
addrcurrentownershipindex__ln,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,0,6.0,"Index indicating subject's ownership level at the current address on subject's file, based on the address property record"
trv04__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of non-mortgage balance increases last 3 months
fi06s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of finance installment trades opened in past 6 months
rev204__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total Payment Ratio for Revolving accounts over the past 12 months
atap01__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total scheduled monthly payment for all trades verified in past 12 months
