feature,pricing_pd__model6,pricing_lgd__model6,pricing_pd__model3,pricing_lgd__model3,pricing_pd__model4,pricing_lgd__model4,pricing_pd__model5,pricing_lgd__model5,pricing_pd__noPTImodel7,pricing_lgd__noPTImodel7,pricing_pd__maybePTImodel7,pricing_lgd__maybePTImodel7,pricing_pd__yesPTImodel7,pricing_lgd__yesPTImodel7,eng,app,ln,tu,sum,description
mt25s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of currently open and satisfactory mortgage trades 12 months or older
ret231__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Aggregate Excess Payment for Retail accounts over the past 1 month
atap01__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Total scheduled monthly payment for all trades verified in past 12 months
rev235__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Aggregate Excess Payment for Revolving accounts over the past 24 months
fi101s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Total balance of all finance installment trades verified in past 12 months
rev132__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of months in the past 12 months where percentage of Revolving trades utilized more than 25% was more than 90%
g210s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Total past due amount of charged-off trades verified in past 12 months
bkc162__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of months in the past 12 months where percentage of Bankcard trades utilized more than 100% was more than 90%
trv04__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of non-mortgage balance increases last 3 months
sourcenonderogcount12month__ln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,1,0,4.0,Total non-derogatory source types on file for subject reported within the last 12 months
g232s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of inquiries (includes duplicates)
lm15s__tu,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,4.0,Total balance of mortgage trades with a government loan modification
addrcurrenttimelastsale__ln,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,1,0,4.0,Time (in months) since the last recorded property sale for the current address on the subject's file
linkf125__tu,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Number of trade segments (excluding new trades)
ret324__tu,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Min Total Open-to-Buy for Retail accounts over the past 24 months
educationprogramattended__ln,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,0,0,1,0,4.0,Indicates the type of program most recently attended based on student directories and other college attendance sources on subject's file
jt70s__tu,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Ratio of dollars past due joint trades to total dollars past due trades
rev321__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Min Total Open-to-Buy for Revolving accounts over the past 3 months
rev319__tu,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Max Total Open-to-Buy for Revolving accounts over the past 24 months
addrinputblockratio__ln,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,0,0,1,0,4.0,Ratio comparison of the input address property value to block median property value on file
mt09s__tu,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Number of mortgage trades opened in past 24 months
linkf050__tu,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of open delinquent and charge-off trade segments STOREFRONT LENDER
sourcecredheadertimenewest__ln,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0,0,1,0,4.0,Time (in months) since the subject last reported by a credit header source on file
br30s__tu,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Percentage of open bank revolving trades > 50% of credit line verified in past 12 months
bc106s__tu,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Number of credit card trades 30 or more days past due in past 24 months
g100s__tu,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of tradeline bankruptcies
us101s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Total balance of all unsecured installment trades verified in past 12 months (BKAGBAL)
linkf210__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Total Bad ACH events
rvdexq1__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Q1 (Jan - March) revolving spend indexed to annual revolving spend
g219b__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of trades verified in the past 12 months that are currently 60 days or more past due
addrchangecount12month__ln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,1,0,4.0,Number of addresses first seen in last 12 months on subject's file
addrinputlengthofres__ln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,1,0,4.0,Indicates length of time (in months) between oldest and newest records on file for the input address
linkf091__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Number of trades
aut203__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Total Payment Ratio for Auto accounts over the past 6 months
derogcount__ln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,1,0,4.0,"Total derogatory source records (criminal felony, criminal non-felony, sexual offender registry, lien, judgment, bankruptcy, and eviction) on subject's file"
trv08__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of non-mortgage balance decreases last 3 months
fr35s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Average balance of open finance revolving trades verified in past 12 months
rev222__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Average total Payment Ratio for Revolving accounts over the past 3 months
co04s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Months since most recent charged-off trade reported
re34s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Utilization for open revolving trades verified in past 12 months
of09s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of credit union trades opened in past 24 months
linka044__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of checking account closures for cause in the last 3 months
indexq2__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Q2 (Apr - Jun) spend indexed to annual spend
lienjudgmenttimenewest__ln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,1,0,4.0,"Time (in months) since the most recently recorded lien or judgment on subject's file, excluding evictions"
trv03__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of non-mortgage trades with a balance increase last month
addrlastmovetaxratiodiff__ln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,1,0,4.0,"Ratio comparing the difference in tax assessed value between the current address and the previous address (current address value divided by the previous address value if both are known) on subject's file, if the move occurred within the last five years"
g221b__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of trades verified in the past 12 months that are currently 120 days or more past due
st27s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of currently open and satisfactory student loan trades 24 months or older
trv12__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of revolving high credit increases last 3 months
linkf004__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of NSF within last 24 months
linkf108__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of lenders / locations with inquiries within last 1 month
g058s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of trades 30 or more days past due in past 6 months
rp06s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Total balance of repossession trades in past 12 months
rev224__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Average total Payment Ratio for Revolving accounts over the past 12 months
au200s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Number of auto trades that are 30 days or more past due ever
rvdex01__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Annual year-over-year revolving spend index
au28s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,4.0,Total credit line of open auto trades verified in past 12 months
linka079__tu,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,4.0,Total amount of paid non-sufficient funds in the last 3 years
addrcurrentownershipindex__ln,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,1,0,4.0,"Index indicating subject's ownership level at the current address on subject's file, based on the address property record"
bi36s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Months since most recent bank installment delinquency
addrcurrentblockratio__ln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,1,0,4.0,Ratio comparison of property value to block median property value for the current address on subject's file
of35s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Average balance of open credit union trades verified in past 12 months
all252__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Average Aggregate Excess Payment for All accounts over the past 3 months
mt06s__tu,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of mortgage trades opened in past 6 months
linka027__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of days since most recent payday inquiry
hi57s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,4.0,Total past due amount of open hoem equity loan trades verified in past 12 months
linka007__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Number of check orders in the last year
rle906__tu,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,4.0,Amount of over-payments on Real-Estate accounts in the past 24 months
paymnt06__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Ratio of actual to minimum payment over last 6 months for installment trades
br101s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Total balance of all bank revolving trades verified in past 12 months
evictiontimenewest__ln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,1,0,4.0,Time (in months) since most recently recorded eviction on subject's file
addrinputavmvalue__ln,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,1,0,4.0,Indicates input address estimated market value on file based on LexisNexis Automated Valuation Model (AVM) electronic property appraisal technology 
addrcurrentavmratio12monthprior__ln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,1,0,4.0,"Ratio comparison for the current address on subject's file, indicating the difference in AVM values between the most recent AVM value and the value 12 months prior to the most recent value"
paymnt08__tu,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Ratio of actual to minimum payment for revolving trades last month
rvlr05__tu,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,4.0,Ratio of bankcard revolver trade balance to total bankcard balance
linkf090__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of inquiries within last 24 months
rvlr08__tu,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,4.0,Number of bankcard revolver trades over last 3 months
addrinputdwelltype__ln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,1,0,4.0,Indicates the dwelling type on file for the input address
subjectwillingnessindex__ln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,1,0,4.0,Modeled risk index indicating the subject's willingness to fulfill a credit obligation on the basis of recent or historical non-derogatory and derogatory public record activity on file
linkf164__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Number of distinct home phone within last 12 months
std252__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Average Aggregate Excess Payment for Student Loan accounts over the past 3 months
g235s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Number of trades opened since most recent delinquency (delinquency search limited to 24 months)
au24s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of currently open and satisfactory auto trades 6 months or older
st50s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of 90 or more days past due ratings on student loan trades
subjectwillingnessprimaryfactor__ln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,1,0,4.0,Indicates the primary factor behind the value returned for the SubjectWillingnessIndex attribute
linkf154__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of distinct cell phones
mt101s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Total balance of all mortgage trades verified in past 12 months
cv19__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Total balance of trades verified in past 3 months
assetpropnewestsaleprice__ln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,1,0,4.0,Subject's most recent real property sale price based on real property ownership records on file
addrinputtaxmarketvalue__ln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,1,0,4.0,Indicates input address tax assessed market value on file
rvdexq2__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Q2 (Apr - Jun) revolving spend indexed to revolving annual spend
au25s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Number of currently open and satisfactory auto trades 12 months or older
of101s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Total balance of all credit union trades verified in past 12 months
rev323__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Min Total Open-to-Buy for Revolving accounts over the past 12 months
lm02s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Months since oldest loan modification on a mortgage trade
g404s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of deduped finance inquiries in past 3 months
linkf181__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of distinct zip codes
revs905__tu,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,4.0,Months since max. revolving monthly spend over last 12 months
subjectabilityindex__ln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,1,0,4.0,"Modeled risk index indicating the subject's ability to fulfill a credit obligation on the basis of their time on file, post-secondary education history, asset ownership, and outstanding financial obligations on file"
addrlastmoveecontrajectory__ln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,1,0,4.0,"Describes the value and home ownership status of the subject’s previous and current addresses in order to determine whether the subject’s most recent residential move (if the move occurred in the past five years) was to a similar property or a more upscale or downscale property. 
Note: Seniors (age 62 plus) who have moved default to the most positive level to prevent adverse action based on downsizing of empty nesters and retirees."
bc21s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Months since most recent credit card trade opened
reap01__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Total scheduled monthly payment for all revolving trades verified in past 12 months
at33a__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Total balance of open trades verified in past 12 months
s208s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Number of tax liens
g001b__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of 30 or more days past due ratings in past 12 months
rvlr81__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Revolver/Transactor tag for the top five Bankcards in the past 24 months
g414s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of deduped auto inquiries in past 12 months
au03s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of currently satisfactory open auto trades
mt57s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Total past due amount of open mortgage trades verified in past 12 months
linkf152__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of distinct cell phones within last 6 months
inputprovidedcity__ln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,1,0,4.0,Indicates if the city for the subject was provided on input
au203s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of auto trades that are 60 days or more past due in the past 12 months
linkf068__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of inquiries all time
bc34s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Utilization for open credit card trades verified in past 12 months
linkf088__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of inquiries within last 12 months
linkt003__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,4.0,Number of non-military non-corroborated addresses in past 12 months
bkc112__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of months in the past 12 months where percentage of Bankcard trades utilized less than 75% was more than 25%
agg905__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Average aggregate bankcard utilization over last 3 months
in28s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Total credit line of open installment trades verified in past 12 months
at33b__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Total balance of open trades verified in past 12 months (excluding mortgage and home equity)
linkf112__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of lenders / locations with inquiries within last 9 months
g242b__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of bank inquiries (includes duplicates) in past 3 months
linkf206__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Total Bad ACH events in last 6 Months
ret319__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Max Total Open-to-Buy for Retail accounts over the past 24 months
re06s__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Number of revolving trades opened in past 6 months
ret255__tu,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,4.0,Average Aggregate Excess Payment for Retail accounts over the past 24 months
confirmationinputssn__ln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,1,0,4.0,Indicates input Social Security Number (SSN) is confirmed by records on file
assetownership__ln,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,1,0,2.0,"Indicates subject has ownership of assets (watercraft, aircraft, or real property) based on asset ownership records on file"
st45s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,2.0,Months since oldest student loan in repayment trade opened
rt28s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total credit line of open retail trades verified in past 12 months
bc36s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Months since most recent credit card delinquency
rvlr03__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total bankcard revolver trade balance
fr36s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Months since most recent finance revolving delinquency
cv07__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total balance of mortgage trades with a loan modification updated in past 12 months
per205__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total Payment Ratio for Personal Loan accounts over the past 24 months
proflictypecategory__ln,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,1,0,2.0,"Most recent professional license type category on subject's file, grouped based on published U.S. Census occupation data"
linkf044__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,"Number of open, collection or charge-off trade segments ONLINE LENDER"
linkt006__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of derogatory public records
ret317__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Max Total Open-to-Buy for Retail accounts over the past 6 months
per201__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total Payment Ratio for Personal Loan accounts over the past 1 month
st36s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Months since most recent student loan delinquency
linkf064__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Number of charged-off and open past due trade segments
cv27__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Percent of credit card trades from inactive to active status in the past 12 months
revs901__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Aggregate Revolving Monthly Spend over last 3 Months
cv18__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,"Number of trades prior 60 days past due, now current, verified in past 12 months"
br02s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Number of open bank revolving trades
st20s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Months since oldest student loan trade opened
intscore__ln,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,1,0,2.0,LN score
rev162__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of months in the past 12 months where percentage of Revolving trades utilized more than 100% was more than 90%
linkf197__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total Good ACH events
rvdexq4__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Q4 (Oct - Dec) revolving spend indexed to revolving annual spend
st21s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Months since most recent student loan trade opened
rev327__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Average Total Open-to-Buy for Revolving accounts over the past 12 months
addrcurrenttaxmarketvalue__ln,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,1,0,2.0,Indicates tax assessed market value for the current address on subject's file
