feature,suffix,feature_name,Description
linkf100,__tu,linkf100__tu,Number of satisfactory trades with an age of at least 6 months
linkf101,__tu,linkf101__tu,Number of satisfactory trades with an age of at least 9 months
linkf102,__tu,linkf102__tu,Number of satisfactory trades with an age of at least 12 months
linkf103,__tu,linkf103__tu,Number of satisfactory trades with an age of at least 18 months
linkf104,__tu,linkf104__tu,Number of satisfactory trades with an age of at least 24 months
linkf105,__tu,linkf105__tu,Time (days) since most recent inquiry or trade update
linkf106,__tu,linkf106__tu,Time (days) since oldest inquiry or trade update
linkf107,__tu,linkf107__tu,Number of lenders / locations with inquiries within last 7 years
linkf108,__tu,linkf108__tu,Number of lenders / locations with inquiries within last 1 month
linkf109,__tu,linkf109__tu,Number of lenders / locations with inquiries within last 2 months
linkf110,__tu,linkf110__tu,Number of lenders / locations with inquiries within last 3 months
linkf111,__tu,linkf111__tu,Number of lenders / locations with inquiries within last 6 months
linkf112,__tu,linkf112__tu,Number of lenders / locations with inquiries within last 9 months
linkf113,__tu,linkf113__tu,Number of lenders / locations with inquiries within last 12 months
linkf114,__tu,linkf114__tu,Number of lenders / locations with inquiries within last 18 months
linkf115,__tu,linkf115__tu,Number of lenders / locations with inquiries within last 24 months
linkf116,__tu,linkf116__tu,Number of trade segments
linkf117,__tu,linkf117__tu,Number of trade segments within last 3 months
linkf118,__tu,linkf118__tu,Number of trade segments within last 6 months
linkf119,__tu,linkf119__tu,Number of trade segments within last 9 months
linkf120,__tu,linkf120__tu,Number of trade segments within last 12 months
linkf121,__tu,linkf121__tu,Number of trade segments within last 18 months
linkf122,__tu,linkf122__tu,Number of trade segments within last 24 months
linkf123,__tu,linkf123__tu,Average balance of open trades (excluding collection)
linkf124,__tu,linkf124__tu,Total balance of open trades (excluding collection)
linkf125,__tu,linkf125__tu,Number of trade segments (excluding new trades)
linkf126,__tu,linkf126__tu,Number of trade segments (excluding new trades) within last 3 months
linkf127,__tu,linkf127__tu,Number of trade segments (excluding new trades) within last 6 months
linkf128,__tu,linkf128__tu,Number of trade segments (excluding new trades) within last 9 months
linkf129,__tu,linkf129__tu,Number of trade segments (excluding new trades) within last 12 months
linkf130,__tu,linkf130__tu,Number of trade segments (excluding new trades) within last 18 months
linkf131,__tu,linkf131__tu,Number of trade segments (excluding new trades) within last 24 months
linkf132,__tu,linkf132__tu,Consumer-stated income included in most recent inquiry
linkf133,__tu,linkf133__tu,Average balance of open trades (including collection)
linkf134,__tu,linkf134__tu,Number of open trades with balance > 0 (including collection)
linkf135,__tu,linkf135__tu,Total balance of open trades (including collection)
linkf136,__tu,linkf136__tu,Highest credit among all open trades
linkf137,__tu,linkf137__tu,Number of distinct bank accounts within last 12 months
linkf138,__tu,linkf138__tu,Number of distinct bank accounts within last 18 months
linkf139,__tu,linkf139__tu,Number of distinct bank accounts within last 1 month
linkf140,__tu,linkf140__tu,Number of distinct bank accounts within last 24 months
linkf141,__tu,linkf141__tu,Number of distinct bank accounts within last 2 months
linkf142,__tu,linkf142__tu,Number of distinct bank accounts within last 3 months
linkf143,__tu,linkf143__tu,Number of distinct bank accounts within last 6 months
linkf144,__tu,linkf144__tu,Number of distinct bank accounts within last 9 months
linkf145,__tu,linkf145__tu,Number of distinct bank accounts
linkf146,__tu,linkf146__tu,Number of distinct cell phones within last 12 months
linkf147,__tu,linkf147__tu,Number of distinct cell phones within last 18 months
linkf148,__tu,linkf148__tu,Number of distinct cell phones within last 1 month
linkf149,__tu,linkf149__tu,Number of distinct cell phones within last 24 months
linkf150,__tu,linkf150__tu,Number of distinct cell phones within last 2 months
linkf151,__tu,linkf151__tu,Number of distinct cell phones within last 3 months
linkf152,__tu,linkf152__tu,Number of distinct cell phones within last 6 months
linkf153,__tu,linkf153__tu,Number of distinct cell phones within last 9 months
linkf154,__tu,linkf154__tu,Number of distinct cell phones
linkf155,__tu,linkf155__tu,Number of distinct email addresses within last 12 months
linkf156,__tu,linkf156__tu,Number of distinct email addresses within last 18 months
linkf157,__tu,linkf157__tu,Number of distinct email addresses within last 1 month
linkf158,__tu,linkf158__tu,Number of distinct email addresses within last 24 months
linkf159,__tu,linkf159__tu,Number of distinct email addresses within last 2 months
linkf160,__tu,linkf160__tu,Number of distinct email addresses within last 3 months
linkf161,__tu,linkf161__tu,Number of distinct email addresses within last 6 months
linkf162,__tu,linkf162__tu,Number of distinct email addresses within last 9 months
linkf163,__tu,linkf163__tu,Number of distinct email addresses
linkf164,__tu,linkf164__tu,Number of distinct home phone within last 12 months
linkf165,__tu,linkf165__tu,Number of distinct home phones within last 18 months
linkf166,__tu,linkf166__tu,Number of distinct home phones within last 1 month
linkf167,__tu,linkf167__tu,Number of distinct home phones within last 24 months
linkf168,__tu,linkf168__tu,Number of distinct home phones within last 2 months
linkf169,__tu,linkf169__tu,Number of distinct home phones within last 3 months
linkf170,__tu,linkf170__tu,Number of distinct home phones within last 6 months
linkf171,__tu,linkf171__tu,Number of distinct home phones within last 9 months
linkf172,__tu,linkf172__tu,Number of distinct home phones
linkf173,__tu,linkf173__tu,Number of distinct zip codes within last 12 months
linkf174,__tu,linkf174__tu,Number of distinct zip codes within last 18 months
linkf175,__tu,linkf175__tu,Number of distinct zip codes within last 1 month
linkf176,__tu,linkf176__tu,Number of distinct zip codes within last 24 months
linkf177,__tu,linkf177__tu,Number of distinct zip codes within last 2 monthss
linkf178,__tu,linkf178__tu,Number of distinct zip codes within last 3 months
linkf179,__tu,linkf179__tu,Number of distinct zip codes within last 6 months
linkf180,__tu,linkf180__tu,Number of distinct zip codes within last 9 months
linkf181,__tu,linkf181__tu,Number of distinct zip codes
linkf182,__tu,linkf182__tu,Days since most recent delinquent trade opened within last 12 months
linkf183,__tu,linkf183__tu,Days since most recent payment
linkf184,__tu,linkf184__tu,Days since most recent return payment
linkf185,__tu,linkf185__tu,Age of newest inquiry ONLINE LENDER
linkf186,__tu,linkf186__tu,Days since most recent delinquent trade opened within last 12 months ONLINE LENDER
linkf187,__tu,linkf187__tu,Days since most recent payment ONLINE LENDER
linkf188,__tu,linkf188__tu,Days since most recent return payment ONLINE LENDER
linkf189,__tu,linkf189__tu,Age of newest inquiry STOREFRONT LENDER
linkf190,__tu,linkf190__tu,Days since most recent delinquent trade opened within last 12 months STOREFRONT LENDER
linkf191,__tu,linkf191__tu,Days since most recent payment STOREFRONT LENDER
linkf192,__tu,linkf192__tu,Days since most recent return payment STOREFRONT LENDER
linkf193,__tu,linkf193__tu,Age of newest inquiry (days)
linkf194,__tu,linkf194__tu,Age of newest trade (days)
linkf195,__tu,linkf195__tu,Age of oldest inquiry (days)
linkf196,__tu,linkf196__tu,Age of oldest trade (days)
linkf197,__tu,linkf197__tu,Total Good ACH events
linkf198,__tu,linkf198__tu,Total Bad ACH events in last 1 Month
linkf199,__tu,linkf199__tu,Total Good ACH amount
linkf200,__tu,linkf200__tu,Total Bad ACH amount in last 1 Month
linkf201,__tu,linkf201__tu,Total Good ACH events in last 1 Month
linkf202,__tu,linkf202__tu,Total Bad ACH events in last 3 Months
linkf203,__tu,linkf203__tu,Total Good ACH amount in last 1 Month
linkf204,__tu,linkf204__tu,Total Bad ACH amount in last 3 Months
linkf205,__tu,linkf205__tu,Total Good ACH events in last 3 Months
linkf206,__tu,linkf206__tu,Total Bad ACH events in last 6 Months
linkf207,__tu,linkf207__tu,Total Good ACH amount in last 3 Months
linkf208,__tu,linkf208__tu,Total Bad ACH amount in last 6 Months
linkf209,__tu,linkf209__tu,Total Good ACH events in last 6 Months
linkf210,__tu,linkf210__tu,Total Bad ACH events
linkf211,__tu,linkf211__tu,Total Good ACH amount in last 6 Months
linkf212,__tu,linkf212__tu,Total Bad ACH amount
linkf213,__tu,linkf213__tu,Ratio of total balance to highest credit for all currently open trades.
scr_linka2,__tu,scr_linka2__tu,CreditVision Link A 2.0 Score
scr_alta2,__tu,scr_alta2__tu,CreditVision Alternative A 2.0 Score
scr_linkb2,__tu,scr_linkb2__tu,CreditVision Link B 2.0 Score
scr_altb2,__tu,scr_altb2__tu,CreditVision Alternative B  2.0 Score
cvlst_s1,__tu,cvlst_s1__tu,Credit Vision Link Short-Term Loan Risk Score (short-term loan)
cvlst_i1,__tu,cvlst_i1__tu,Credit Vision Link Short-Term Loan Risk Score (installment loan)
eadms1,__tu,eadms1__tu,"Scorecard: 1=No Hit, 2=No Score, 3=Thin (1-4 non-authorized user trades), 4=Thick (5+ non-authorized user trades)"
indflag,__tu,indflag__tu,Deceased
observationdate,__tu,observationdate__tu,YYYY-MM-DD
dpd60plus,__tu,dpd60plus__tu,"1: proxy auto loan present, was 60 days past due or worse within 24-mos.
0: proxy auto loan present, was not 60 days past due or worse within 24-mos.
blank: no proxy auto loan present"
uniqueid,__tu,uniqueid__tu,CUSTOMER INPUT
bigaccountid,__tu,bigaccountid__tu,CUSTOMER INPUT
bigdebtorid,__tu,bigdebtorid__tu,CUSTOMER INPUT
acctno,__ln,acctno__ln,Unique customer account number provided on input 
lexid,__ln,lexid__ln,"Unique, proprietary identity linking technology that returns a numerical value identifying each consumer"
auto_index,__ln,auto_index__ln,Internal value
auto_score_name,__ln,auto_score_name__ln,Name of the score model
auto_score ,__ln,auto_score __ln,3-digit score value
auto_reason1,__ln,auto_reason1__ln,3-byte reason code
auto_reason2,__ln,auto_reason2__ln,3-byte reason code
auto_reason3,__ln,auto_reason3__ln,3-byte reason code
auto_reason4,__ln,auto_reason4__ln,3-byte reason code
auto_reason5,__ln,auto_reason5__ln,3-byte reason code
bankcard_index,__ln,bankcard_index__ln,Internal value
bankcard_score_name,__ln,bankcard_score_name__ln,Name of the score model
bankcard_score ,__ln,bankcard_score __ln,3-digit score value
bankcard_reason1,__ln,bankcard_reason1__ln,3-byte reason code
bankcard_reason2,__ln,bankcard_reason2__ln,3-byte reason code
bankcard_reason3,__ln,bankcard_reason3__ln,3-byte reason code
bankcard_reason4,__ln,bankcard_reason4__ln,3-byte reason code
bankcard_reason5,__ln,bankcard_reason5__ln,3-byte reason code
short_term_lending_index,__ln,short_term_lending_index__ln,Internal value
short_term_lending_score_name,__ln,short_term_lending_score_name__ln,Name of the score model
short_term_lending_score ,__ln,short_term_lending_score __ln,3-digit score value
short_term_lending_reason1,__ln,short_term_lending_reason1__ln,3-byte reason code
short_term_lending_reason2,__ln,short_term_lending_reason2__ln,3-byte reason code
short_term_lending_reason3,__ln,short_term_lending_reason3__ln,3-byte reason code
short_term_lending_reason4,__ln,short_term_lending_reason4__ln,3-byte reason code
short_term_lending_reason5,__ln,short_term_lending_reason5__ln,3-byte reason code
telecommunications_index,__ln,telecommunications_index__ln,Internal value
telecommunications_score_name,__ln,telecommunications_score_name__ln,Name of the score model
telecommunications_score ,__ln,telecommunications_score __ln,3-digit score value
telecommunications_reason1,__ln,telecommunications_reason1__ln,3-byte reason code
telecommunications_reason2,__ln,telecommunications_reason2__ln,3-byte reason code
telecommunications_reason3,__ln,telecommunications_reason3__ln,3-byte reason code
telecommunications_reason4,__ln,telecommunications_reason4__ln,3-byte reason code
telecommunications_reason5,__ln,telecommunications_reason5__ln,3-byte reason code
custom_index,__ln,custom_index__ln,Internal value
custom_score_name,__ln,custom_score_name__ln,Name of the score model
custom_score ,__ln,custom_score __ln,3-digit score value
custom_reason1,__ln,custom_reason1__ln,3-byte reason code
custom_reason2,__ln,custom_reason2__ln,3-byte reason code
custom_reason3,__ln,custom_reason3__ln,3-byte reason code
custom_reason4,__ln,custom_reason4__ln,3-byte reason code
custom_reason5,__ln,custom_reason5__ln,3-byte reason code
inputprovidedfirstname,__ln,inputprovidedfirstname__ln,Indicates if the first name of the subject was provided on input
inputprovidedlastname,__ln,inputprovidedlastname__ln,Indicates if the last name of the subject was provided on input
inputprovidedstreetaddress,__ln,inputprovidedstreetaddress__ln,Indicates if the street address for the subject was provided on input
inputprovidedcity,__ln,inputprovidedcity__ln,Indicates if the city for the subject was provided on input
inputprovidedstate,__ln,inputprovidedstate__ln,Indicates if the state for the subject was provided on input
inputprovidedzipcode,__ln,inputprovidedzipcode__ln,Indicates if the ZIP code for the subject was provided on input
inputprovidedssn,__ln,inputprovidedssn__ln,Indicates if the SSN (Social Security Number) for the subject was provided on input
inputprovideddateofbirth,__ln,inputprovideddateofbirth__ln,Indicates if the DOB (date of birth) for the subject was provided on input
inputprovidedphone,__ln,inputprovidedphone__ln,Indicates if the phone number for the subject was provided on input
inputprovidedlexid,__ln,inputprovidedlexid__ln,Indicates if the LexID for the subject was provided on input
subjectrecordtimeoldest,__ln,subjectrecordtimeoldest__ln,Time (in months) since the oldest recorded event on file for subject
subjectrecordtimenewest,__ln,subjectrecordtimenewest__ln,Time (in months) since the most recently reported event on file for subject
subjectnewestrecord12month,__ln,subjectnewestrecord12month__ln,Indicates subject's last reported event on file was within the last 12 months
subjectactivityindex03month,__ln,subjectactivityindex03month__ln,A risk index summarizing derogatory and non-derogatory source activity for the subject as reported within the past three months
subjectactivityindex06month,__ln,subjectactivityindex06month__ln,A risk index summarizing derogatory and non-derogatory source activity for the subject as reported on file within the past six months
subjectactivityindex12month,__ln,subjectactivityindex12month__ln,A risk index summarizing derogatory and non-derogatory source activity for the subject as reported on file within the past 12 months
subjectage,__ln,subjectage__ln,"Indicates subject's age in years, based on date of birth records found on file 

(Note: This attribute cannot be used to discriminate against subjects over the age of 62)"
subjectdeceased,__ln,subjectdeceased__ln,Records on file indicate subject is reported as being deceased
subjectssncount,__ln,subjectssncount__ln,Total number of unique SSNs on file for subject
subjectstabilityindex,__ln,subjectstabilityindex__ln,Modeled risk index indicating the subject's stability in fulfilling a credit obligation on the basis of address history and non-derogatory public records on file
subjectstabilityprimaryfactor,__ln,subjectstabilityprimaryfactor__ln,Indicates the primary factor behind the value returned for the SubjectStabilityIndex attribute
subjectabilityindex,__ln,subjectabilityindex__ln,"Modeled risk index indicating the subject's ability to fulfill a credit obligation on the basis of their time on file, post-secondary education history, asset ownership, and outstanding financial obligations on file"
subjectabilityprimaryfactor,__ln,subjectabilityprimaryfactor__ln,Indicates the primary factor behind the value returned for the SubjectAbilityIndex attribute
subjectwillingnessindex,__ln,subjectwillingnessindex__ln,Modeled risk index indicating the subject's willingness to fulfill a credit obligation on the basis of recent or historical non-derogatory and derogatory public record activity on file
subjectwillingnessprimaryfactor,__ln,subjectwillingnessprimaryfactor__ln,Indicates the primary factor behind the value returned for the SubjectWillingnessIndex attribute
confirmationsubjectfound,__ln,confirmationsubjectfound__ln,"Indicates if LexisNexis is able to identify and confirm the subject based on identity elements (name, address, phone, and SSN records) on file"
confirmationinputname,__ln,confirmationinputname__ln,Indicates input subject's name is confirmed by records on file
confirmationinputdob,__ln,confirmationinputdob__ln,Indicates input date of birth (DOB) is confirmed by records on file
confirmationinputssn,__ln,confirmationinputssn__ln,Indicates input Social Security Number (SSN) is confirmed by records on file
confirmationinputaddress,__ln,confirmationinputaddress__ln,Indicates input address is confirmed by records on file
sourcenonderogprofileindex,__ln,sourcenonderogprofileindex__ln,"Index summarizing the number and nature of the non-derogatory sources reporting the depth and breadth of the subject's reporting history, excluding property and derogatory court records"
sourcenonderogcount,__ln,sourcenonderogcount__ln,Total non-derogatory source types on file for subject
sourcenonderogcount03month,__ln,sourcenonderogcount03month__ln,Total non-derogatory source types on file for subject reported within the last three months
sourcenonderogcount06month,__ln,sourcenonderogcount06month__ln,Total non-derogatory source types on file for subject reported within the last six months
sourcenonderogcount12month,__ln,sourcenonderogcount12month__ln,Total non-derogatory source types on file for subject reported within the last 12 months
sourcecredheadertimeoldest,__ln,sourcecredheadertimeoldest__ln,Time (in months) since the subject first reported by a credit header source on file
sourcecredheadertimenewest,__ln,sourcecredheadertimenewest__ln,Time (in months) since the subject last reported by a credit header source on file
sourcevoterregistration,__ln,sourcevoterregistration__ln,Indicates voter registration record on subject's file
educationattendance,__ln,educationattendance__ln,Indicates subject attended college based on student directory information on file
educationevidence,__ln,educationevidence__ln,"Indicates evidence of college attendance on the subject's file based on college institution address, professional licensure, student directories, and email domains such as '.edu' that are affiliated with institutions of higher education "
educationprogramattended,__ln,educationprogramattended__ln,Indicates the type of program most recently attended based on student directories and other college attendance sources on subject's file
educationinstitutionprivate,__ln,educationinstitutionprivate__ln,Indicates most recently attended program is a private institution based on student directories and other college attendance sources on subject's file
educationinstitutionrating,__ln,educationinstitutionrating__ln,"Indicates the education program rating for the most recently attended program on subject's file, based on student directories and other college attendance sources. Rating is based on various institution statistics and national ratings (Tier 1 = highest rating, Tier 6 =lowest rating)"
profliccount,__ln,profliccount__ln,Total number of active and inactive professional licenses on subject's file
proflictypecategory,__ln,proflictypecategory__ln,"Most recent professional license type category on subject's file, grouped based on published U.S. Census occupation data"
businessassociation,__ln,businessassociation__ln,Indicates the subject has a formal connection with a business based on associations with business records on the subject's file
businessassociationindex,__ln,businessassociationindex__ln,Index indicating the status of the subject's formal business associations on file
businessassociationtimeoldest,__ln,businessassociationtimeoldest__ln,Time (in months) since a formal business association with the subject first seen on file
businesstitleleadership,__ln,businesstitleleadership__ln,"Indicates the business title for the most recent formal business association on subject's file is associated with a leadership position such as director, owner, founder, executive, or president"
assetindex,__ln,assetindex__ln,Modeled risk index indicating the type and relative value of real property and personal property associated with the subject
assetindexprimaryfactor,__ln,assetindexprimaryfactor__ln,Indicates the primary factor behind the value returned for the AssetIndex attribute
assetownership,__ln,assetownership__ln,"Indicates subject has ownership of assets (watercraft, aircraft, or real property) based on asset ownership records on file"
assetprop,__ln,assetprop__ln,Indicates subject has ownership of real property based on real property ownership records on file
assetpropindex,__ln,assetpropindex__ln,Index indicating level of historical property ownership based on real property ownership records on subject's file
assetpropevercount,__ln,assetpropevercount__ln,Total number of real property ever owned based on real property ownership records on subject's file
assetpropcurrentcount,__ln,assetpropcurrentcount__ln,Total number of real property currently owned based on real property ownership records on subject's file
assetpropcurrenttaxtotal,__ln,assetpropcurrenttaxtotal__ln,The total sum of tax assessed values for all real property currently owned by the subject based on real property ownership records on subject's file
assetproppurchasecount12month,__ln,assetproppurchasecount12month__ln,Total number of real properties identified as purchased by subject within the last 12 months based on real property ownership records on subject's file
assetproppurchasetimeoldest,__ln,assetproppurchasetimeoldest__ln,Time (in months) since earliest recorded real property purchase based on real property ownership records on subject's file
assetproppurchasetimenewest,__ln,assetproppurchasetimenewest__ln,Time (in months) since most recently recorded real property purchase based on real property ownership records on subject's file
assetpropnewestmortgagetype,__ln,assetpropnewestmortgagetype__ln,Mortgage type associated with the most recently recorded real property purchase based on real property ownership records on subject's file
assetpropeversoldcount,__ln,assetpropeversoldcount__ln,Total number of real properties identified as ever sold based on real property ownership records on subject's file
assetpropsoldcount12month,__ln,assetpropsoldcount12month__ln,Total number of real properties identified as sold within the last 12 months based on real property ownership records on subject's file
assetpropsaletimeoldest,__ln,assetpropsaletimeoldest__ln,Time (in months) since subject's earliest recorded real property sale based on real property ownership records on subject's file
assetpropsaletimenewest,__ln,assetpropsaletimenewest__ln,Time (in months) since subject's most recently recorded real property sale based on real property ownership records on subject's file
assetpropnewestsaleprice,__ln,assetpropnewestsaleprice__ln,Subject's most recent real property sale price based on real property ownership records on file
assetpropsalepurchaseratio,__ln,assetpropsalepurchaseratio__ln,Ratio price comparison of subject's most recent property sale to its original purchase price based on real property ownership records on subject's file
assetpersonal,__ln,assetpersonal__ln,Indicates subject has ownership of personal property (watercraft and aircraft) based on personal property ownership records on file
assetpersonalcount,__ln,assetpersonalcount__ln,Total watercraft registrations and/or aircraft registration records associated with the subject based on personal property ownership records on file
purchaseactivityindex,__ln,purchaseactivityindex__ln,Index indicating the level of purchase activity on subject's file
purchaseactivitycount,__ln,purchaseactivitycount__ln,"Total retail, offline, and/or online purchases on subject's file"
purchaseactivitydollartotal,__ln,purchaseactivitydollartotal__ln,"Total dollar amount of all retail, offline, and/or online purchases on subject's file"
derogseverityindex,__ln,derogseverityindex__ln,Index indicating severity of derogatory records on subject's file
derogcount,__ln,derogcount__ln,"Total derogatory source records (criminal felony, criminal non-felony, sexual offender registry, lien, judgment, bankruptcy, and eviction) on subject's file"
derogcount12month,__ln,derogcount12month__ln,"Number of derogatory source records (criminal felony, criminal non-felony, lien, judgment, bankruptcy, and eviction) within the last 12 months on subject's file
NOTE: This attribute does not include sexual offender registry records"
derogtimenewest,__ln,derogtimenewest__ln,"Time (in months) since most recently recorded derogatory record (criminal felony, criminal non-felony, lien, judgment, bankruptcy, and eviction) on the subject's file
NOTE: This attribute does not include sexual offender registry records"
criminalfelonycount,__ln,criminalfelonycount__ln,Total felony criminal convictions on subject's file
criminalfelonycount12month,__ln,criminalfelonycount12month__ln,Total felony criminal convictions in the last 12 months on subject's file
criminalfelonytimenewest,__ln,criminalfelonytimenewest__ln,Time (in months) since most recently recorded felony criminal conviction on subject's file
criminalnonfelonycount,__ln,criminalnonfelonycount__ln,Total non-felony criminal convictions or sexual offender registry records on subject's file
criminalnonfelonycount12month,__ln,criminalnonfelonycount12month__ln,"Total non-felony criminal convictions in the last 12 months on subject's file
NOTE: This attribute does not include sexual offender registry records"
criminalnonfelonytimenewest,__ln,criminalnonfelonytimenewest__ln,"Time (in months) since most recently recorded non-felony criminal conviction on subject's file
NOTE: This attribute does not include sexual offender registry records"
evictioncount,__ln,evictioncount__ln,Total eviction records on subject's file indicating the plaintiff has sought an eviction and does not necessarily mean the defendant has vacated the premises
evictioncount12month,__ln,evictioncount12month__ln,Total eviction records on subject's file in the last 12 months
evictiontimenewest,__ln,evictiontimenewest__ln,Time (in months) since most recently recorded eviction on subject's file
lienjudgmentseverityindex,__ln,lienjudgmentseverityindex__ln,Index indicating severity of lien and judgment records on subject's file
lienjudgmentcount,__ln,lienjudgmentcount__ln,"Total lien and judgment records on subject's file, excluding evictions"
lienjudgmentcount12month,__ln,lienjudgmentcount12month__ln,"Total lien and judgment records in the last 12 months on subject's file, excluding evictions"
lienjudgmentsmallclaimscount,__ln,lienjudgmentsmallclaimscount__ln,Total small claims court judgments on subject's file
lienjudgmentcourtcount,__ln,lienjudgmentcourtcount__ln,Total civil court judgments on subject's file
lienjudgmenttaxcount,__ln,lienjudgmenttaxcount__ln,"Total federal, state, and county tax liens on subject's file"
lienjudgmentforeclosurecount,__ln,lienjudgmentforeclosurecount__ln,Total foreclosures on subject's file
lienjudgmentothercount,__ln,lienjudgmentothercount__ln,Total other liens or court judgments on subject's file
lienjudgmenttimenewest,__ln,lienjudgmenttimenewest__ln,"Time (in months) since the most recently recorded lien or judgment on subject's file, excluding evictions"
lienjudgmentdollartotal,__ln,lienjudgmentdollartotal__ln,"Total dollar amount of all liens and judgments on subject's file, excluding evictions"
bankruptcycount ,__ln,bankruptcycount __ln,Total unique bankruptcy case filings on file showing the subject as debtor
bankruptcycount24month,__ln,bankruptcycount24month__ln,Total unique bankruptcy case filings on file showing the subject as debtor in the last 24 months
bankruptcytimenewest,__ln,bankruptcytimenewest__ln,Time (in months) since most recent bankruptcy case filing on file showing the subject as debtor
bankruptcychapter,__ln,bankruptcychapter__ln,"Indicates bankruptcy chapter of most recent bankruptcy case filing on file showing the subject as debtor, if the bankruptcy is a Chapter 7 or Chapter 13 bankruptcy"
bankruptcystatus,__ln,bankruptcystatus__ln,Indicates status of most recent bankruptcy filing on file showing the subject as debtor
bankruptcydismissed24month,__ln,bankruptcydismissed24month__ln,Indicates subject has one or more dismissed bankruptcies on file in the last 24 months
shorttermloanrequest,__ln,shorttermloanrequest__ln,Indicates the subject has one or more short-term loan offer requests on file
shorttermloanrequest12month,__ln,shorttermloanrequest12month__ln,Indicates the subject has one or more short-term loan offer requests on file in the last 12 months
shorttermloanrequest24month,__ln,shorttermloanrequest24month__ln,Indicates the subject has one or more short-term loan offer requests on file in the last 24 months
inquiryauto12month,__ln,inquiryauto12month__ln,Indicates subject has one or more LexisNexis auto financing credit inquiries on file in the last 12 months (multiple auto inquiries within a 14-day period are counted as one inquiry)
inquirybanking12month,__ln,inquirybanking12month__ln,Indicates subject has one or more LexisNexis banking credit inquiries on file in the last 12 months
inquirytelcom12month,__ln,inquirytelcom12month__ln,Indicates subject has one or more LexisNexis telecommunications credit inquiries on file in the last 12 months
inquirynonshortterm12month,__ln,inquirynonshortterm12month__ln,"Indicates subject has one or more LexisNexis credit inquiries on file in the last 12 months, excluding personal finance credit and collection inquiries
NOTE: This attribute indicates the subject has any LexisNexis credit inquiry on file, excluding any short-term or collection inquiries. This will include auto, banking, and telecom inquiries returned in other attributes as well as other credit-related inquiries not categorically classified in the attributes."
inquiryshortterm12month,__ln,inquiryshortterm12month__ln,Indicates subject has one or more LexisNexis personal finance credit inquiries on file in the last 12 months (multiple personal finance inquiries within a 24-hour period are counted as one inquiry)
inquirycollections12month,__ln,inquirycollections12month__ln,Indicates subject has one or more LexisNexis collection inquiries on file in the last 12 months
ssnsubjectcount,__ln,ssnsubjectcount__ln,Total number of unique identities found on file with the input SSN 
ssndeceased,__ln,ssndeceased__ln,Indicates input SSN was reported on a death record on file
ssndatelowissued,__ln,ssndatelowissued__ln,"Date of earliest issuance for the input SSN based on the block group issued by the Social Security Administration prior to SSN Randomization on June 25, 2011 that was assigned based on the issuance state and issuance date of the SSN"
ssnproblems,__ln,ssnproblems__ln,Indicates problems on file associated with the input SSN
addronfilecount,__ln,addronfilecount__ln,Total number of addresses found on file in subject's address history
addronfilecorrectional,__ln,addronfilecorrectional__ln,Indicates an address in subject's address history on file is associated with a correctional institution
addronfilecollege,__ln,addronfilecollege__ln,Indicates an address in subject's address history on file is associated with a college or other post-secondary education institutional address
addronfilehighrisk,__ln,addronfilehighrisk__ln,"Indicates an address in subject's address history on file is associated with a transient or higher risk address, such as a hotel, campground, warehouse, mail drop, or non-residential"
addrinputtimeoldest,__ln,addrinputtimeoldest__ln,Time on file (in months) since subject was first reported at the input address
addrinputtimenewest,__ln,addrinputtimenewest__ln,Time on file (in months) since the subject was most recently reported at the input address
addrinputlengthofres,__ln,addrinputlengthofres__ln,Indicates length of time (in months) between oldest and newest records on file for the input address
addrinputsubjectcount,__ln,addrinputsubjectcount__ln,"Total number of unique subjects on file currently reported at the input address, if the address has been designated as a single family dwelling unit"
addrinputmatchindex,__ln,addrinputmatchindex__ln,Index indicating if the input address matches the current or historical address on file
addrinputsubjectowned,__ln,addrinputsubjectowned__ln,Indicates a property ownership record is on file for the subject at the input address
addrinputdeedmailing,__ln,addrinputdeedmailing__ln,Indicates for the input address that the property owner's mailing address is the same as the property address for the property record on file
addrinputownershipindex,__ln,addrinputownershipindex__ln,Index indicating subject's ownership level at the input address based on the address property record on file
addrinputphoneservice,__ln,addrinputphoneservice__ln,Indicates if phone service was found on file for the input address
addrinputphonecount,__ln,addrinputphonecount__ln,Total number of unique phone service listings on file currently reported with the input address
addrinputdwelltype,__ln,addrinputdwelltype__ln,Indicates the dwelling type on file for the input address
addrinputdwelltypeindex,__ln,addrinputdwelltypeindex__ln,Index indicating the dwelling type on file for the input address
addrinputdelivery,__ln,addrinputdelivery__ln,Indicates the mail delivery status on file for the input address
addrinputtimelastsale,__ln,addrinputtimelastsale__ln,Time (in months) since last recorded property sale on file for the input address
addrinputlastsaleprice,__ln,addrinputlastsaleprice__ln,Indicates last recorded sale price on file for the input address
addrinputtaxvalue,__ln,addrinputtaxvalue__ln,Indicates the most recent tax assessed value on file for the input address
addrinputtaxyr,__ln,addrinputtaxyr__ln,Indicates year of most recent tax assessment on file for the input address
addrinputtaxmarketvalue,__ln,addrinputtaxmarketvalue__ln,Indicates input address tax assessed market value on file
addrinputavmvalue,__ln,addrinputavmvalue__ln,Indicates input address estimated market value on file based on LexisNexis Automated Valuation Model (AVM) electronic property appraisal technology 
addrinputavmvalue12month,__ln,addrinputavmvalue12month__ln,Indicates input address AVM value on file 12 months ago
